SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS,IUCN,IUCN_fact,IUCN_bin,IUCN_cr.en_1,taxonid,scientific_name,kingdom,phylum,class,order,family,genus,category,population_trend,marine_system,freshwater_system,terrestrial_system
Ficedula hypoleuca,0.001837102,41,26,9,LC,1,0,0,22709308,Ficedula hypoleuca,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Ficedula,LC,Decreasing,FALSE,FALSE,TRUE
Ficedula mugimaki,0.003998698,62,0,6,LC,1,0,0,22709331,Ficedula mugimaki,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Ficedula,LC,Stable,FALSE,FALSE,TRUE
Ficedula nigrorufa,0.003898161,462,0,16,LC,1,0,0,22709415,Ficedula nigrorufa,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Ficedula,LC,Decreasing,FALSE,FALSE,TRUE
Ficedula parva,0.001933073,238,0,16,LC,1,0,0,22735909,Ficedula parva,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Ficedula,LC,Increasing,FALSE,FALSE,TRUE
Ficedula zanthopygia,0.002749326,43,0,6,LC,1,0,0,22709325,Ficedula zanthopygia,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Ficedula,LC,Stable,FALSE,FALSE,TRUE
Formicarius colma,0.010774962,113,0,8,LC,1,0,0,22703197,Formicarius colma,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FORMICARIIDAE,Formicarius,LC,Decreasing,FALSE,FALSE,TRUE
Formicivora rufa,0.007199986,81,42,10,LC,1,0,0,22701611,Formicivora rufa,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora,LC,Stable,FALSE,FALSE,TRUE
Forpus conspicillatus,0.00618114,340,98,18,LC,1,0,0,22685937,Forpus conspicillatus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Forpus,LC,Decreasing,FALSE,FALSE,TRUE
Forpus cyanopygius,0.001708079,132,18,14,NT,2,0,0,22685923,Forpus cyanopygius,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Forpus,NT,Decreasing,FALSE,FALSE,TRUE
Forpus modestus,0.01772933,2020,0,15,LC,1,0,0,22685940,Forpus modestus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Forpus,LC,Stable,FALSE,FALSE,TRUE
Forpus passerinus,0.002965086,271,80,17,LC,1,0,0,22685926,Forpus passerinus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Forpus,LC,Decreasing,FALSE,FALSE,TRUE
Forpus xanthopterygius,0.03481754,2781,54,15,LC,1,0,0,45428646,Forpus xanthopterygius,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Forpus,LC,Stable,FALSE,FALSE,TRUE
Francolinus afer,0.016155209,716,20,11,LC,1,0,0,22678855,Pternistis afer,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Pternistis,LC,Decreasing,FALSE,FALSE,TRUE
Francolinus coqui,0.038169525,1315,38,11,LC,1,0,0,22678736,Peliperdix coqui,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Peliperdix,LC,Stable,FALSE,TRUE,TRUE
Francolinus levaillantoides,0.028085219,526,0,7,LC,1,0,0,22678790,Scleroptila gutturalis,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Scleroptila,LC,Stable,FALSE,FALSE,TRUE
Francolinus sephaena,0.03228426,309,10,6,LC,1,0,0,22678752,Dendroperdix sephaena,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Dendroperdix,LC,Stable,FALSE,FALSE,TRUE
Fregata magnificens,0.002037721,2863,0,64,LC,1,0,0,22697724,Fregata magnificens,ANIMALIA,CHORDATA,AVES,SULIFORMES,FREGATIDAE,Fregata,LC,Decreasing,TRUE,FALSE,TRUE
Fregata minor,0.013526696,944,0,14,LC,1,0,0,22697733,Fregata minor,ANIMALIA,CHORDATA,AVES,SULIFORMES,FREGATIDAE,Fregata,LC,Decreasing,TRUE,FALSE,TRUE
Fregetta grallaria,0.041347131,835,36,10,LC,1,0,0,22698465,Fregetta grallaria,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE,Fregetta,LC,Decreasing,TRUE,FALSE,TRUE
Fregetta tropica,0.005272286,76,12,7,LC,1,0,0,22698459,Fregetta tropica,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE,Fregetta,LC,Decreasing,TRUE,FALSE,TRUE
Fringilla coelebs,0.017230014,68833,222,112,LC,1,0,0,22720030,Fringilla coelebs,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Fringilla,LC,Increasing,FALSE,FALSE,TRUE
Fringilla montifringilla,0.007214683,238,0,9,LC,1,0,0,22720041,Fringilla montifringilla,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Fringilla,LC,Decreasing,FALSE,FALSE,TRUE
Fringilla teydea,0.000636,226,0,27,NT,2,0,0,103822567,Fringilla teydea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Fringilla,NT,Increasing,FALSE,FALSE,TRUE
Fulica atra,0.012557481,177,26,8,LC,1,0,0,22692913,Fulica atra,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Fulica,LC,Increasing,TRUE,TRUE,TRUE
Galerida cristata,0.010307056,1022,164,21,LC,1,0,0,22717383,Galerida cristata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Galerida,LC,Decreasing,TRUE,FALSE,TRUE
Galerida theklae,0.021564349,1091,24,13,LC,1,0,0,22717387,Galerida theklae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Galerida,LC,Decreasing,FALSE,FALSE,TRUE
Gallinago gallinago,0.005508197,41,20,7,LC,1,0,0,22693097,Gallinago gallinago,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,LC,Decreasing,FALSE,TRUE,TRUE
Gallinula chloropus,0.000876,9,20,7,LC,1,0,0,62120190,Gallinula chloropus,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,LC,Stable,TRUE,TRUE,TRUE
Gallirallus australis,0.006459852,100,70,12,VU,3,1,0,22692384,Gallirallus australis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallirallus,VU,Decreasing,TRUE,TRUE,TRUE
Gallirallus philippensis,0.00411083,134,180,19,LC,1,0,0,22692425,Hypotaenidia philippensis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Hypotaenidia,LC,Stable,TRUE,TRUE,TRUE
Garrulax affinis,0.016450018,330,4,8,LC,1,0,0,22715747,Trochalopteron affine,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax canorus,0.004845128,153150,0,241,LC,1,0,0,22735076,Garrulax canorus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,LC,Unknown,FALSE,FALSE,TRUE
Garrulax chinensis,0.010863245,28517,140,71,LC,1,0,0,103872142,Pterorhinus chinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Pterorhinus,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax cineraceus,0.006473853,82,0,6,LC,1,0,0,103871930,Ianthocincla cineracea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Ianthocincla,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax delesserti,0.001525387,126,0,13,LC,1,0,0,22715653,Pterorhinus delesserti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Pterorhinus,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax elliotii,0.004626874,15678,0,90,LC,1,0,0,22715738,Trochalopteron elliotii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax erythrocephalus,0.028604656,606,0,8,LC,1,0,0,22735117,Trochalopteron erythrocephalum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,LC,Increasing,FALSE,FALSE,TRUE
Garrulax formosus,0.003779276,40,0,6,LC,1,0,0,22715761,Trochalopteron formosum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax milnei,0.00806165,84,0,6,LC,1,0,0,22715764,Trochalopteron milnei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax ocellatus,0.008764056,205,14,9,LC,1,0,0,22715682,Ianthocincla ocellata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Ianthocincla,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax pectoralis,0.020531884,256,0,6,LC,1,0,0,22715611,Pterorhinus pectoralis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Pterorhinus,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax poecilorhynchus,0.015758131,220,0,6,LC,1,0,0,22735107,Pterorhinus poecilorhynchus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Pterorhinus,LC,Decreasing,FALSE,FALSE,TRUE
Garrulax sannio,0.007106037,129,8,8,LC,1,0,0,22715707,Pterorhinus sannio,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Pterorhinus,LC,Stable,FALSE,FALSE,TRUE
Garrulax taewanus,0.002911515,395,0,16,NT,2,0,0,22734473,Garrulax taewanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,NT,Decreasing,FALSE,FALSE,TRUE
Garrulus glandarius,0.022568563,97534,0,98,LC,1,0,0,103723684,Garrulus glandarius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Garrulus,LC,Stable,FALSE,FALSE,TRUE
Gavia immer,0.00083,512,152,40,LC,1,0,0,22697842,Gavia immer,ANIMALIA,CHORDATA,AVES,GAVIIFORMES,GAVIIDAE,Gavia,LC,Stable,TRUE,TRUE,TRUE
Geositta cunicularia,0.01706562,77,24,7,LC,1,0,0,22701981,Geositta cunicularia,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Geositta,LC,Decreasing,FALSE,FALSE,TRUE
Geospiza difficilis,0.011108247,1148,0,16,LC,1,0,0,103815127,Geospiza difficilis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Geospiza,LC,Stable,FALSE,FALSE,TRUE
Geospiza fortis,0.003355555,85,0,8,LC,1,0,0,22723734,Geospiza fortis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Geospiza,LC,Stable,FALSE,FALSE,TRUE
Geospiza fuliginosa,0.00463552,89,0,7,LC,1,0,0,22723739,Geospiza fuliginosa,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Geospiza,LC,Stable,FALSE,FALSE,TRUE
Geospiza magnirostris,0.002223107,57,0,8,LC,1,0,0,22723729,Geospiza magnirostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Geospiza,LC,Stable,FALSE,FALSE,TRUE
Geospiza scandens,0.004489522,142,0,9,LC,1,0,0,22723752,Geospiza scandens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Geospiza,LC,Stable,FALSE,FALSE,TRUE
Geothlypis poliocephala,0.011212597,173,0,6,LC,1,0,0,22721860,Geothlypis poliocephala,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Geothlypis,LC,Decreasing,FALSE,FALSE,TRUE
Geothlypis trichas,0.007353494,896,0,16,LC,1,0,0,22721836,Geothlypis trichas,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Geothlypis,LC,Decreasing,TRUE,TRUE,TRUE
Glaucidium brasilianum,0.015819134,12300,514,48,LC,1,0,0,61815999,Glaucidium brasilianum,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Glaucidium,LC,Decreasing,FALSE,FALSE,TRUE
Glyphorynchus spirurus,0.050864258,6018136,84250,573,LC,1,0,0,22703043,Glyphorynchus spirurus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Glyphorynchus,LC,Decreasing,FALSE,FALSE,TRUE
Goura cristata,0.000911,68,0,12,VU,3,1,0,22691865,Goura cristata,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Goura,VU,Decreasing,FALSE,FALSE,TRUE
Goura scheepmakeri,0.000933,16,0,6,VU,3,1,0,45014473,Goura scheepmakeri,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Goura,VU,Decreasing,FALSE,FALSE,TRUE
Goura victoria,0.001895692,292,0,17,NT,2,0,0,22691874,Goura victoria,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Goura,NT,Decreasing,FALSE,FALSE,TRUE
Grallaria capitalis,0.013515575,1433,0,16,LC,1,0,0,22703314,Grallaria capitalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,GRALLARIIDAE,Grallaria,LC,Stable,FALSE,FALSE,TRUE
Grallaria hypoleuca,0.001231086,31,0,8,LC,1,0,0,22703308,Grallaria hypoleuca,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,GRALLARIIDAE,Grallaria,LC,Stable,FALSE,FALSE,TRUE
Grallaria przewalskii,0.000618,25,0,10,VU,3,1,0,22703311,Grallaria przewalskii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,GRALLARIIDAE,Grallaria,VU,Stable,FALSE,FALSE,TRUE
Grus antigone,0.004104032,258,22,12,VU,3,1,0,22692064,Grus antigone,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,VU,Decreasing,FALSE,TRUE,TRUE
Grus canadensis,0.008373953,268,16,9,LC,1,0,0,22692078,Grus canadensis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,LC,Increasing,FALSE,TRUE,TRUE
Grus japonensis,0.006405449,205,0,8,EN,4,1,1,22692167,Grus japonensis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,VU,Decreasing,TRUE,TRUE,TRUE
Guaruba guarouba,0.015092853,87,16,6,VU,3,1,0,22724703,Guaruba guarouba,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Guaruba,VU,Decreasing,FALSE,FALSE,TRUE
Gygis alba,0.003844861,17981,274,138,LC,1,0,0,22694821,Gygis alba,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Gygis,LC,Stable,TRUE,FALSE,TRUE
Gymnorhina tibicen,0.01686971,1292,64,18,LC,1,0,0,22706288,Gymnorhina tibicen,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Gymnorhina,LC,Increasing,FALSE,FALSE,TRUE
Gypaetus barbatus,0.021745032,317,0,6,NT,2,0,0,22695174,Gypaetus barbatus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Gypaetus,NT,Decreasing,FALSE,FALSE,TRUE
Gyps africanus,0.002604324,408,0,18,CR,5,1,1,22695189,Gyps africanus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Gyps,CR,Decreasing,FALSE,TRUE,TRUE
Gyps bengalensis,0.002746238,534,0,20,CR,5,1,1,22695194,Gyps bengalensis,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Gyps,CR,Decreasing,FALSE,FALSE,TRUE
Gyps coprotheres,0.003793073,58,0,6,EN,4,1,1,22695225,Gyps coprotheres,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Gyps,VU,Decreasing,FALSE,FALSE,TRUE
Gyps fulvus,0.002601714,451,0,19,LC,1,0,0,22695219,Gyps fulvus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Gyps,LC,Increasing,FALSE,FALSE,TRUE
Gyps himalayensis,0.001569475,45,0,8,LC,1,0,0,22695215,Gyps himalayensis,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Gyps,NT,Decreasing,FALSE,FALSE,TRUE
Gyps indicus,0.001560216,24,0,6,CR,5,1,1,22729731,Gyps indicus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Gyps,CR,Decreasing,FALSE,FALSE,TRUE
Gyps rueppellii,0.002236329,48,0,7,CR,5,1,1,22695207,Gyps rueppelli,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Gyps,CR,Decreasing,FALSE,FALSE,TRUE
Habia fuscicauda,0.007316909,335,0,10,LC,1,0,0,22722416,Habia fuscicauda,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Habia,LC,Decreasing,FALSE,FALSE,TRUE
Habia rubica,0.049119468,244638,0,101,LC,1,0,0,22722409,Habia rubica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Habia,LC,Decreasing,FALSE,FALSE,TRUE
Halobaena caerulea,0.00052,244,0,33,LC,1,0,0,22698102,Halobaena caerulea,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Halobaena,LC,Decreasing,TRUE,FALSE,TRUE
Hapalopsittaca amazonina,0.005714649,145,0,8,VU,3,1,0,22686158,Hapalopsittaca amazonina,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Hapalopsittaca,NT,Decreasing,FALSE,FALSE,TRUE
Hemiphaga novaeseelandiae,0.004712493,148,0,9,NT,2,0,0,22727557,Hemiphaga novaeseelandiae,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Hemiphaga,NT,Increasing,FALSE,FALSE,TRUE
Henicorhina leucosticta,0.04409867,43734,0,43,LC,1,0,0,22711521,Henicorhina leucosticta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Henicorhina,LC,Decreasing,FALSE,FALSE,TRUE
Heterophasia capistrata,0.005432845,57,10,7,LC,1,0,0,22716699,Heterophasia capistrata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Heterophasia,LC,Unknown,FALSE,FALSE,TRUE
Hieraaetus pennatus,0.001783296,27,12,7,LC,1,0,0,22696092,Hieraaetus pennatus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Hieraaetus,LC,Stable,FALSE,FALSE,TRUE
Hieraaetus spilogaster,0.001887918,28,0,6,LC,1,0,0,22696084,Aquila spilogaster,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Aquila,LC,Decreasing,FALSE,TRUE,TRUE
Hippolais caligata,0.026251515,343,0,6,LC,1,0,0,22714891,Iduna caligata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Iduna,LC,Increasing,FALSE,TRUE,TRUE
Hippolais opaca,0.003789253,48,36,9,LC,1,0,0,22734089,Iduna opaca,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Iduna,LC,Decreasing,FALSE,FALSE,TRUE
Hippolais pallida,0.007107691,177,132,17,LC,1,0,0,22734747,Iduna pallida,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Iduna,LC,Stable,FALSE,FALSE,TRUE
Hippolais rama,0.002292854,28,12,7,LC,1,0,0,22714894,Iduna rama,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Iduna,LC,Stable,FALSE,TRUE,TRUE
Hirundo rustica,0.006069164,53229,254,129,LC,1,0,0,22712252,Hirundo rustica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,LC,Decreasing,FALSE,TRUE,TRUE
Hydrobates pelagicus,0.007655966,1258,190,24,LC,1,0,0,22698477,Hydrobates pelagicus,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,LC,Unknown,TRUE,FALSE,TRUE
Hylopezus macularius,0.025202527,448,0,10,LC,1,0,0,22724505,Hylopezus macularius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,GRALLARIIDAE,Hylopezus,LC,Stable,FALSE,FALSE,TRUE
Hylophilus ochraceiceps,0.031567797,4487,0,17,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylophylax naevioides,0.008258002,138,0,7,LC,1,0,0,22701911,Hylophylax naevioides,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hylophylax,LC,Decreasing,FALSE,FALSE,TRUE
Hylophylax naevius,0.043636297,39334,0,43,LC,1,0,0,22701914,Hylophylax naevius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hylophylax,LC,Stable,FALSE,FALSE,TRUE
Hypocnemis ochrogyna,0.004348363,14,24,7,VU,3,1,0,22735491,Hypocnemis ochrogyna,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemis,VU,Decreasing,FALSE,FALSE,TRUE
Hypocnemis striata,0.01649435,464,32,10,LC,1,0,0,22735497,Hypocnemis striata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemis,LC,Decreasing,FALSE,FALSE,TRUE
Hypothymis azurea,0.008835674,119,0,6,LC,1,0,0,103715755,Hypothymis azurea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Hypothymis,LC,Stable,FALSE,TRUE,TRUE
Hypsipetes leucocephalus,0.002646665,459,0,18,LC,1,0,0,103823996,Hypsipetes leucocephalus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Hypsipetes,LC,Stable,FALSE,FALSE,TRUE
Icteria virens,0.010182589,133,0,6,LC,1,0,0,22722057,Icteria virens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icteria,LC,Decreasing,FALSE,FALSE,TRUE
Icterus abeillei,0.000811,126,0,19,LC,1,0,0,22729128,Icterus abeillei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,LC,Decreasing,FALSE,FALSE,TRUE
Icterus cayanensis,0.008220666,998,0,16,LC,1,0,0,22724076,Icterus cayanensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,LC,Stable,FALSE,FALSE,TRUE
Icterus dominicensis,0.029131325,400,0,6,LC,1,0,0,22736363,Icterus dominicensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,LC,Decreasing,FALSE,FALSE,TRUE
Icterus galbula,0.001941838,1007,0,34,LC,1,0,0,22724126,Icterus galbula,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,LC,Stable,FALSE,FALSE,TRUE
Icterus spurius,0.002109892,127,0,12,LC,1,0,0,103793298,Icterus spurius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,LC,Stable,FALSE,FALSE,TRUE
Illadopsis rufipennis,0.025925633,3930,0,18,LC,1,0,0,103869025,Illadopsis rufipennis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Illadopsis,LC,Stable,FALSE,FALSE,TRUE
Iole indica,0.008907977,560,0,11,LC,1,0,0,22713173,Acritillas indica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Acritillas,LC,Stable,FALSE,TRUE,TRUE
Irena cyanogastra,0.031262762,316,0,7,NT,2,0,0,22704936,Irena cyanogastra,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,IRENIDAE,Irena,NT,Decreasing,FALSE,FALSE,TRUE
Irena puella,0.012591004,788,4,16,LC,1,0,0,103775156,Irena puella,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,IRENIDAE,Irena,LC,Decreasing,FALSE,FALSE,TRUE
Ithaginis cruentus,0.036755818,11616,0,28,LC,1,0,0,22679144,Ithaginis cruentus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Ithaginis,LC,Decreasing,FALSE,FALSE,TRUE
Ixos amaurotis,0.002601929,98,54,12,LC,1,0,0,22713192,Hypsipetes amaurotis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Hypsipetes,LC,Increasing,FALSE,FALSE,TRUE
Ketupa blakistoni,0.008659855,277,0,8,EN,4,1,1,22689007,Bubo blakistoni,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Bubo,EN,Decreasing,FALSE,TRUE,TRUE
Lagopus lagopus,0.002204993,107,52,16,LC,1,0,0,22679460,Lagopus lagopus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,LC,Decreasing,FALSE,FALSE,TRUE
Lagopus muta,0.001302741,1286,90,46,LC,1,0,0,22679464,Lagopus muta,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,LC,Decreasing,FALSE,FALSE,TRUE
Lalage nigra,0.02065714,850,0,9,LC,1,0,0,22706651,Lalage nigra,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CAMPEPHAGIDAE,Lalage,LC,Decreasing,FALSE,FALSE,TRUE
Lampornis amethystinus,0.00841627,39862,3648,164,LC,1,0,0,22687668,Lampornis amethystinus,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Lampornis,LC,Decreasing,FALSE,FALSE,TRUE
Lanius collurio,0.014592458,545,0,9,LC,1,0,0,22705001,Lanius collurio,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LANIIDAE,Lanius,LC,Decreasing,FALSE,TRUE,TRUE
Lanius excubitor,0.011036567,4608,0,33,LC,1,0,0,103718932,Lanius excubitor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LANIIDAE,Lanius,LC,Decreasing,FALSE,TRUE,TRUE
Lanius ludovicianus,0.0030041,234,104,17,NT,2,0,0,22705042,Lanius ludovicianus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LANIIDAE,Lanius,NT,Decreasing,FALSE,FALSE,TRUE
Lanius meridionalis,0.003037665,1516,68,35,VU,3,1,0,22729533,Lanius meridionalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LANIIDAE,Lanius,VU,Decreasing,FALSE,FALSE,TRUE
Lanius schach,0.005168112,310,0,11,LC,1,0,0,22705029,Lanius schach,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LANIIDAE,Lanius,LC,Unknown,FALSE,TRUE,TRUE
