to_IUCN	PopId	RefID	Year	TaxaClass	Family	Genus	Species	G_s	Common	Continent	Country	Location	n	FST	GlobalFST	Min.Distance	Max.Distance	Mean.Distance	N.Population	Ho	He	MNA	AR	Lat	Long	Msats	row_id	taxonid	scientific_name	kingdom	phylum	class	order	family	genus	category	population_trend	marine_system	freshwater_system	terrestrial_system	rlcat	meanGD	num_indiv	IUCN_fact	IUCN_binary
Aquila chrysaetos	8852	R1227	2016	Aves	Accipitridae	Aquila	chrysaetos	Aquila_chrysaetos	golden eagles	NAm	USA	California	24	NA	NA	609092.9826	3063728.264	1836410.624	3	0.55	0.55	5	NA	37.985	-120.107	18	5902	22696060	Aquila chrysaetos	ANIMALIA	CHORDATA	AVES	ACCIPITRIFORMES	ACCIPITRIDAE	Aquila	LC	Stable	FALSE	FALSE	TRUE	LC	0.526666666666667	54	1	0
Ara ararauna	8829	R1214	2003	Aves	Psittacidae	Ara	ararauna	Ara_ararauna	Blue-and-gold Macaw	SAm	BRA	various (6)	49	NA	NA	NA	NA	NA	6	0.678	0.72	6.333333333	NA	NA	NA	5	5857	22685539	Ara ararauna	ANIMALIA	CHORDATA	AVES	PSITTACIFORMES	PSITTACIDAE	Ara	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.72	49	1	0
Ara chloropterus	8515	R1073	2016	Aves	Psittacidae	Ara	chloropterus	Ara_chloropterus	Red-and-green macaw	SAm	PER	Madre de Dios-Puno	313	NA	NA	Inf	0	NA	2	0.717	0.772	12.9	NA	-11.809	-70.812	11	5315	22685566	Ara chloropterus	ANIMALIA	CHORDATA	AVES	PSITTACIFORMES	PSITTACIDAE	Ara	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.772	313	1	0
Ara macao	8514	R1073	2016	Aves	Psittacidae	Ara	macao	Ara_macao	Scarlet macaw	SAm	PER	Madre de Dios-Puno	142	NA	NA	Inf	0	NA	2	0.827	0.892	16.4	NA	-11.809	-70.812	11	5314	22685563	Ara macao	ANIMALIA	CHORDATA	AVES	PSITTACIFORMES	PSITTACIDAE	Ara	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.892	142	1	0
Ardea alba	8923	R1254	2011	Aves	Ardeidae	Ardea	alba	Ardea alba_egretta	Great Egret	SAm	BRA	Rio Grande do sul	59	NA	NA	3360703.518	3433246.162	3378839.179	5	0.530428571	0.450571429	6.857142857	NA	-29.599	-52.897	7	5989	22697043	Ardea alba	ANIMALIA	CHORDATA	AVES	PELECANIFORMES	ARDEIDAE	Ardea	LC	Unknown	TRUE	TRUE	TRUE	LC	0.479	126	1	0
Arremon torquatus	8873	R1236	2014	Aves	Passerellidae	Buarremon	torquatus	Buarremon_torquatus	White-browed brushfinch	SAm	ECU	Yungilla reserve	62	NA	NA	Inf	0	NA	3	0.446	0.562	NA	4.952	-3.266	-79.281	11	5939	103769530	Arremon torquatus	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Arremon	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.562	62	1	0
Ascaphus truei	4411	R414	2013	Amphibia	Ascaphidae	Ascaphus	truei	Ascaphus_truei	Coastal tailed frog	NAm	USA	Cottaneva Creek RC1004	35	0.1036	Population	344.7526167	87490.19915	62938.34021	13	0.755	0.738	NA	7.44	39.747	-123.776	9	481	54414	Ascaphus truei	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ASCAPHIDAE	Ascaphus	LC	Unknown	FALSE	TRUE	TRUE	LC	0.722692307692308	294	1	0
Aspidoscelis sexlineata	6231	R683	2016	Reptilia	Teiidae	Aspidoscelis	sexlineata	Aspidoscelis_sexlineata	Six-lined racerunner	NAm	USA	Highlands County	154	0.007	Population	Inf	0	NA	1	0.791	0.894	NA	5.915	27.376	-81.422	6	2794	64287	Aspidoscelis sexlineata	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	TEIIDAE	Aspidoscelis	LC	Stable	FALSE	FALSE	TRUE	LC	0.8835	220	1	0
Athene cunicularia	9069	R1308	2010	Aves	Strigidae	Athene	cunicularia	Athene_cunicularia	Burrowing owl	NAm	USA	Central Valley	40	NA	NA	2221517.316	2221517.316	2221517.316	2	0.793181818	0.809363636	11.72727273	NA	40.206	-122.204	11	6186	22689353	Athene cunicularia	ANIMALIA	CHORDATA	AVES	STRIGIFORMES	STRIGIDAE	Athene	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.812772727	80	1	0
Atlapetes latinuchus	8872	R1236	2014	Aves	Passerellidae	Atlapetes	latinuchus	Atlapetes_latinuchus	Yellow-breasted brushfinch	SAm	ECU	Yungilla reserve	24	NA	NA	Inf	0	NA	3	0.553636364	0.602727273	NA	4.909090909	-3.266	-79.281	11	5938	103774301	Atlapetes latinuchus	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Atlapetes	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.602727273	24	1	0
Atlapetes pallidiceps	8871	R1236	2014	Aves	Passerellidae	Atlapetes	pallidiceps	Atlapetes_pallidiceps	Diver-headed brushfinch	SAm	ECU	Yungilla reserve	82	NA	NA	Inf	0	NA	3	0.528181818	0.554545455	NA	4.525454545	-3.266	-79.281	11	5937	22721487	Atlapetes pallidiceps	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Atlapetes	EN	Stable	FALSE	FALSE	TRUE	EN	0.554545455	82	4	1
Basileuterus culicivorus	8940	R1259	2010	Aves	Parulidae	Basileuterus	culicivorus	Basileuterus_culicivorus	golden-crowned warbler	SAm	COL	col	2	NA	NA	807909.7927	3728410.112	2455705.83	5	0.75	0.875	3.25	NA	8.536	-71.031	6	6006	103801509	Basileuterus culicivorus	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Basileuterus	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.8328933334	146	1	0
Bison bison	6581	R734	2013	Mammalia	Bovidae	Bison	bison	Bison_bison	Bison	NAm	USA	Alaska Copper River	7	0.121	Global	115458.7549	4740942.635	1790401.211	11	0.41	0.46	2.6	2.6	62.394	-143.73	29	3201	2815	Bison bison	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bison	NT	Stable	FALSE	FALSE	TRUE	NT	0.541217391304348	2800	2	0
Blastocerus dichotomus	6965	R817	2007	Mammalia	Cervidae	Blastocerus	dichotomus	Blastocerus_dichotomus	Marsh deer	SAm	BRA	Parana River	15	NA	NA	Inf	0	NA	1	0.263	0.313	2	NA	-22.502	-53.023	11	3626	2828	Blastocerus dichotomus	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Blastocerus	VU	Decreasing	FALSE	TRUE	TRUE	VU	0.313	15	3	1
Boa constrictor	4425	R415	2014	Reptilia	Boidae	Boa	constrictor	Boa_constrictor	Boa constrictor imperator	NAm	MEX	North Pacific	23	0.0635	Global	622900.2293	2947908.498	1523344.428	5	0.62	0.81	NA	NA	20.064	-105.06	7	495	197462	Boa constrictor	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	BOIDAE	Boa	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.808571428571429	225	1	0
Bokermannohyla saxicola	5193	R535	2012	Amphibia	Hylidae	Bokermannohyla	saxicola	Bokermannohyla_saxicola	Montane meadow frog 	SAm	BRA	Congonhas do Norte , Minas Gerais state	53	NA	NA	Inf	0	NA	1	0.585	0.727	9.143	NA	-18.808	-43.679	14	1502	55648	Bokermannohyla saxicola	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Bokermannohyla	LC	Decreasing	FALSE	TRUE	TRUE	LC	0.727	53	1	0
Brachylagus idahoensis	7816	R947	2010	Mammalia	Leporidae	Brachylagus	idahoensis	Brachylagus_idahoensis	pygmy rabbit	NAm	USA	P	51	0.015	Population	463530.1752	506269.8305	484900.0028	3	0.538	0.582	NA	3.01	42.064	-108.974	15	4580	2963	Brachylagus idahoensis	ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Brachylagus	LC	Unknown	FALSE	FALSE	TRUE	LC	0.67325	291	1	0
Brachyramphus marmoratus	8645	R1119	2009	Aves	Alcidae	Brachyramphus marmoratus	marmoratus	Brachyramphus_marmoratus	marbled murrelet	NAm	USA	C CA 271	283	0.0338	Population	50001.93788	2427536.246	892091.6244	9	0.764	0.779	NA	NA	37.287	-122.043	13	5504	22694870	Brachyramphus marmoratus	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	ALCIDAE	Brachyramphus	EN	Decreasing	TRUE	TRUE	TRUE	EN	0.750481720333333	604	4	1
Branta bernicla	8870	R1235	2015	Aves	Anatidae	Branta	bernicla	Branta_bernicla_nigricans	Black brant	NAm	USA	Yukon-Kuskokwim Delta	516	NA	NA	Inf	0	NA	1	0.344127778	0.330288889	6.666666667	NA	61.251	-165.612	6	5936	22679946	Branta bernicla	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Branta	LC	Unknown	TRUE	TRUE	TRUE	LC	0.330288889	516	1	0
Branta canadensis	8575	R1092	2013	Aves	Anatidae	Branta	canadensis	Branta canadensis	Canada goose	NAm	CAN	Southern James Bay	394	NA	NA	Inf	0	NA	1	0.691090909	0.708272727	6.713636364	4.964454545	51.475	-79.621	8	5413	22679935	Branta canadensis	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Branta	LC	Increasing	FALSE	TRUE	TRUE	LC	0.708272727	847	1	0
Branta sandvicensis	8966	R1266	2008	Aves	Anatidae	Branta	sandvicensis	Branta_sandvicensis	Hawaiian goose	NAm	USA	Hawaii Volcanoes National Park	50	NA	NA	35743.00361	35743.00361	35743.00361	2	0.465	0.51075	3.125	NA	19.473	-155.292	8	6043	22679929	Branta sandvicensis	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Branta	NT	Increasing	FALSE	FALSE	TRUE	NT	0.4808125	72	2	0
Bubulcus ibis	9110	R1315	2012	Aves	Ardeidae	Bubulcus	ibis	Bubulcus_ibis	cattle egret	SAm	BRA	Rio Claro	35	NA	NA	Inf	0	NA	1	0.336545455	0.351090909	2.545454545	NA	-22.777	-44.072	11	6227	22697109	Bubulcus ibis	ANIMALIA	CHORDATA	AVES	PELECANIFORMES	ARDEIDAE	Bubulcus	LC	Increasing	FALSE	TRUE	TRUE	LC	0.351090909	35	1	0
Bucephala islandica	8767	R1183	2008	Aves	Anatidae	Bucephala	islandica	Bucephala_islandica	Barrow’s goldeneye	NAm	CAN	British Columbia	27	NA	NA	Inf	0	NA	1	0.7	0.69631579	6.11	NA	51.968	-122.53	22	5732	22680459	Bucephala islandica	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Bucephala	LC	Stable	TRUE	TRUE	TRUE	LC	0.69631579	27	1	0
Buteo galapagoensis	8926	R1255	2011	Aves	Accipitridae	Buteo	galapagoensis	Buteo_galapagoensis	Galapagos Hawk	SAm	ECU	Pinta	26	NA	NA	40665.57018	5428782.334	895678.1033	8	0.23	0.24	NA	1.93	0.585	-90.753	17	5992	22695909	Buteo galapagoensis	ANIMALIA	CHORDATA	AVES	ACCIPITRIFORMES	ACCIPITRIDAE	Buteo	VU	Stable	TRUE	FALSE	TRUE	VU	0.261428571428571	185	3	1
Buteo ridgwayi	8886	R632	2013	Aves	Accipitridae	Buteo	ridgwayi	Buteo_ridgwayi	Ridgway’s hawk	Carr	DOM	The Haitises National Park	149	NA	NA	Inf	0	NA	1	0.732	0.78	9.4	NA	19.028	-69.592	11	5952	22695886	Buteo ridgwayi	ANIMALIA	CHORDATA	AVES	ACCIPITRIFORMES	ACCIPITRIDAE	Buteo	CR	Increasing	FALSE	FALSE	TRUE	CR	0.78	149	5	1
Buteo swainsoni	9065	R1305	2006	Aves	Accipitridae	Buteo	swainsoni	Buteo_swainsoni	Swainson's hawk	NAm	USA	Great Basin/Great Plains	375	NA	NA	679024.2004	679024.2004	679024.2004	2	0.7352	0.848	18.88	NA	40.077	-114.221	25	6172	22695903	Buteo swainsoni	ANIMALIA	CHORDATA	AVES	ACCIPITRIFORMES	ACCIPITRIDAE	Buteo	LC	Stable	FALSE	FALSE	TRUE	LC	0.859	676	1	0
Buteogallus coronatus	8850	R1226	2016	Aves	Accipitridae	Buteogallus	coronatus	Buteogallus_coronatus	crowned solitary eagle	SAm	ARG	La Pampa	69	0.006	Population	Inf	0	NA	1	0.47	0.51	4.588235294	NA	-36.05	-67.086	17	5900	22695855	Buteogallus coronatus	ANIMALIA	CHORDATA	AVES	ACCIPITRIFORMES	ACCIPITRIDAE	Buteogallus	EN	Decreasing	FALSE	FALSE	TRUE	EN	0.51	69	4	1
Caiman crocodilus	4108	R378	2010	Reptilia	Alligatoridae	Caiman	crocodilus	Caiman_crocodilus	Spectacled caiman	SAm	BRA	Caceres	20	NA	NA	1425603.52	1425603.52	1425603.52	2	0.37	0.547	6.167	NA	-16.777	-57.841	12	27	46584	Caiman crocodilus	ANIMALIA	CHORDATA	REPTILIA	CROCODYLIA	ALLIGATORIDAE	Caiman	LC	Stable	FALSE	TRUE	TRUE	LC	0.650333333333333	79	1	0
Caiman latirostris	4134	R384	2008	Reptilia	Alligatoridae	Caiman	latirostris	Caiman_latirostris	Broad-snouted caiman	SAm	BRA	Bontio, Mato Grosso de Sul	10	0.271	Global	802453.0574	2866586.98	1575640.337	20	0.68	0.536	NA	NA	-21.117	-56.5	11	48	46585	Caiman latirostris	ANIMALIA	CHORDATA	REPTILIA	CROCODYLIA	ALLIGATORIDAE	Caiman	LC	Stable	FALSE	TRUE	TRUE	LC	0.5888	425	1	0
Caiman yacare	4124	R383	2010	Reptilia	Alligatoridae	Caiman	yacare	Caiman_yacare	Yacare caiman 	SAm	BRA	Piagacu-Purus Sustainable Development Reserve	38	NA	NA	Inf	0	NA	2	0.37	0.547	7.2	NA	-5.583	-63.583	10	37	46586	Caiman yacare	ANIMALIA	CHORDATA	REPTILIA	CROCODYLIA	ALLIGATORIDAE	Caiman	LC	Stable	FALSE	TRUE	TRUE	LC	0.745	382	1	0
Calidris alpina	8867	R1233	2014	Aves	Scolopacidae	Calidris	alpina	Calidris_alpina	Dunlin	NAm	CAN	Hudsonia	16	0.0355	Population	3075936.573	3075936.573	3075936.573	2	0.508	0.536	4.38	NA	63.91	-89.4	16	5933	22693427	Calidris alpina	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	SCOLOPACIDAE	Calidris	LC	Decreasing	TRUE	TRUE	TRUE	LC	0.5415	236	1	0
Calidris maritima	8510	R1069	2016	Aves	Scolopacidae	Calidris	maritima	Calidris_maritima	Purple Sandpipers	NAm	CAN	Cornwallis	20	0.013	Population	131191.6033	2513473.436	1364619.568	7	0.555	0.605	3.95	NA	75.083	-95.137	10	5306	22693420	Calidris maritima	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	SCOLOPACIDAE	Calidris	LC	Decreasing	TRUE	TRUE	TRUE	LC	0.605	20	1	0
Calidris melanotos	9111	R1316	2007	Aves	Scolopacidae	Calidris	melanotos	Calidris_melanotos	pectoral sandpiper	NAm	USA	Barrow	149	NA	NA	Inf	0	NA	1	0.889	0.871818182	15.36363636	NA	71.285	-156.769	11	6228	22693408	Calidris melanotos	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	SCOLOPACIDAE	Calidris	LC	Stable	TRUE	TRUE	TRUE	LC	0.871818182	149	1	0
Callicebus discolor	8109	R997	2015	Mammalia	Pitheciidae	Callicebus	discolor	Callicebus_discolor	Red titi	SAm	ECU	Tiputini Biodiversity Station	17	NA	NA	Inf	0	NA	2	0.629	0.653	5.5	NA	-0.638	-76.149	13	4877	41553	Plecturocebus discolor	ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	PITHECIIDAE	Plecturocebus	LC	Unknown	FALSE	FALSE	TRUE	LC	0.653	17	1	0
Callicebus moloch	8108	R996	2009	Mammalia	Pitheciidae	Callicebus	moloch	Callicebus_moloch	Red-bellied titi	SAm	BRA	Tucurui reservoir	23	NA	NA	Inf	0	NA	1	0.33	0.32	8.75	NA	-3.811	-49.655	4	4876	127530624	Plecturocebus toppini	ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	PITHECIIDAE	Plecturocebus	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.32	23	1	0
Callipepla californica	8759	R1177	2003	Aves	Odontophoridae	Callipepla	californica	Callipepla_californica	California Quail and	NAm	USA	various	2	NA	NA	1481964.883	1481964.883	1481964.883	2	NA	0.825	15.5	NA	42.476	-121.702	7	5724	22679603	Callipepla californica	ANIMALIA	CHORDATA	AVES	GALLIFORMES	ODONTOPHORIDAE	Callipepla	LC	Increasing	FALSE	FALSE	TRUE	LC	0.825	2	1	0
Callipepla gambelii	8760	R1177	2003	Aves	Odontophoridae	Callipepla	gambelii	Callipepla_gambelii	Gambel’s Quail	NAm	USA	Tucson	2	NA	NA	1481964.883	1481964.883	1481964.883	2	NA	0.69	11.5	NA	32.223	-110.975	7	5725	22679609	Callipepla gambelii	ANIMALIA	CHORDATA	AVES	GALLIFORMES	ODONTOPHORIDAE	Callipepla	LC	Stable	FALSE	FALSE	TRUE	LC	0.69	2	1	0
Callipepla squamata	8836	R1220	2017	Aves	Odontophoridae	Callipepla	squamata	Callipepla_squamata	scaled quail	NAm	USA	BRWMA	40	NA	NA	Inf	0	NA	2	0.86	0.793	8.4	NA	36.843	-100.692	12	5868	22679594	Callipepla squamata	ANIMALIA	CHORDATA	AVES	GALLIFORMES	ODONTOPHORIDAE	Callipepla	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.793	40	1	0
Callithrix jacchus	6736	R756	2000	Mammalia	Callitrichidae	Callithrix	jacchus	Callithrix_jacchus	Common marmoset	SAm	BRA	EFLEX-IBAMA	40	NA	NA	Inf	0	NA	1	0.405	0.353	3.09	NA	-5.279	-35.509	11	3358	41518	Callithrix jacchus	ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CALLITRICHIDAE	Callithrix	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.574333333333333	135	1	0
Callithrix penicillata	6734	R755	2015	Mammalia	Callitrichidae	Callithrix	penicillata	Callithrix_penicillata	Black-tufted marmoset	SAm	BRA	C. penicillata	38	0.17	Population	620973.1947	1759526.312	1190249.753	3	0.62	0.8	10.86	10.28	-7.998	-34.944	2	3356	41519	Callithrix penicillata	ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CALLITRICHIDAE	Callithrix	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.8	38	1	0
Callithrix pygmaea	6730	R754	2014	Mammalia	Callitrichidae	Callithrix	pygmaea	Callithrix_pygmaea	Pygmy marmoset	SAm	ECU	San Pablo	9	0.649	Population	15302.12713	51826.53344	29999.67807	4	0.288	0.326	1.778	NA	-0.269	-76.421	9	3352	136926	Cebuella pygmaea	ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CALLITRICHIDAE	Cebuella	VU	Decreasing	FALSE	FALSE	TRUE	VU	0.19425	40	3	1
Calocitta formosa	8814	R1207	2004	Aves	Corvidae	Calocitta	formosa	Calocitta_formosa	white-throated magpie-jay	CAm	CRI	Santa Rosa	11	NA	NA	107023.0677	107023.0677	107023.0677	2	0.692	0.738	8.8	NA	10.839	-85.618	5	5826	22705760	Cyanocorax formosus	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	CORVIDAE	Cyanocorax	LC	Stable	FALSE	FALSE	TRUE	LC	0.7585833335	121	1	0
Calomys musculinus	7299	R853	2011	Mammalia	Cricetidae	Calomys	musculinus	Calomys_musculinus	Drylands vesper mouse	SAm	ARG	Rio Cuarto - Rural	74	0.015	Population	9939.653722	9939.653722	9939.653722	2	NA	0.802	NA	7.068	-33.026	-64.218	9	3962	3615	Calomys musculinus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Calomys	LC	Stable	FALSE	FALSE	TRUE	LC	0.771	151	1	0
Camarhynchus heliobates	8513	R1072	2016	Aves	Thraupidae	Camarhynchus	heliobates	Camarhynchus_heliobates	mangrove finch	SAm	ECU	Isabella island	84	NA	NA	Inf	0	NA	1	0.42	0.44	NA	4.5	-0.243	-91.39	14	5313	22723786	Geospiza heliobates	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THRAUPIDAE	Geospiza	CR	Decreasing	FALSE	FALSE	TRUE	CR	0.44	84	5	1
Campylopterus curvipennis	8876	R1239	2014	Aves	Trochilidae	Campylopterus	curvipennis	Campylopterus_curvipennis	wedge-tailed sabrewings	NAm	MEX	San Luis Potosi	105	0.1314	Population	Inf	0	NA	1	0.533333333	0.606666667	4.628888889	NA	22.01	-99.475	10	5942	22727993	Campylopterus curvipennis	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	TROCHILIDAE	Campylopterus	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.56875	266	1	0
Canis latrans	6817	R778	2006	Mammalia	Canidae	Canis	latrans	Canis_latrans	Coyote	NAm	USA	North HW101	25	0.0335	Population	1964.493373	11049.54414	8112.785918	5	0.703	0.776	10.143	NA	34.193	-118.826	7	3441	3745	Canis latrans	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	CANIDAE	Canis	LC	Increasing	FALSE	FALSE	TRUE	LC	0.764	907	1	0
Canis lupus	6843	R785	2005	Mammalia	Canidae	Canis	lupus	Canis_lupus	Grey wolf	NAm	USA	Mainland south coast	9	0.099	Population	62208.32987	1389033.243	628024.6014	9	0.61	0.58	3.45	3.45	55.751	-130.478	11	3467	3746	Canis lupus	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	CANIDAE	Canis	LC	Stable	FALSE	FALSE	TRUE	LC	0.636777777777778	1721	1	0
Carduelis tristis	8802	R1202	2006	Aves	Fringillidae	Carduelis	tristis	Carduelis_tristis	American goldfinches	NAm	USA	Ohio	252	NA	NA	Inf	0	NA	1	0.86975	0.88725	23.375	NA	40.342	-82.874	8	5796	22720407	Spinus tristis	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	FRINGILLIDAE	Spinus	LC	Increasing	FALSE	FALSE	TRUE	LC	0.88725	252	1	0
Caretta caretta	4507	R435	2005	Reptilia	Cheloniidae	Caretta	caretta	Caretta_caretta	Loggerhead turtle	NAm	USA	North Carolina	330	0.0071	Population	347709.0947	6748140.489	1501725.293	10	0.773	0.803	NA	NA	35.245	-76.551	5	618	3897	Caretta caretta	ANIMALIA	CHORDATA	REPTILIA	TESTUDINES	CHELONIIDAE	Caretta	VU	Decreasing	TRUE	FALSE	TRUE	VU	0.8	1152	3	1
Carpodacus mexicanus	8679	R1138	2006	Aves	Fringillidae	Carpodacus	mexicanus	Carpodacus_mexicanus	House finch	NAm	USA	Tompkins,NY 9	117	0.021329412	Population	605677.7725	2178504.8	1641376.155	9	0.743	0.771	9.9	NA	43.026	-96.949	10	5588	22720563	Haemorhous mexicanus	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	FRINGILLIDAE	Haemorhous	LC	Increasing	FALSE	FALSE	TRUE	LC	0.818352941333333	258	1	0
Castor canadensis	6905	R804	2011	Mammalia	Castoridae	Castor	canadensis	Castor_canadensis	American beaver	NAm	USA	South Carolina	18	0.135	Population	498156.5579	2760525.18	1607203.352	7	0.623	0.717	5.889	4.935	33.534	-81.593	9	3562	4003	Castor canadensis	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CASTORIDAE	Castor	LC	Stable	FALSE	TRUE	TRUE	LC	0.723	244	1	0
Catharus ustulatus	9033	R1293	1999	Aves	Turdidae	Catharus	ustulatus	Catharus_ustulatus	Swainson’s thrush	NAm	CAN	Prince Albert National Park	24	NA	NA	Inf	0	NA	1	0.806666667	0.83	11.33333333	NA	53.923	-106.088	6	6134	103881682	Catharus ustulatus	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	TURDIDAE	Catharus	LC	Stable	FALSE	FALSE	TRUE	LC	0.83	24	1	0
Cavia aperea	6908	R805	2008	Mammalia	Caviidae	Cavia	aperea	Cavia_aperea	Brazilian guinea pig	SAm	URY	Refugio de Fauna Laguna de Castillos	96	NA	NA	Inf	0	NA	1	0.867	0.832	10	NA	-34.323	-53.856	6	3565	86257782	Cavia aperea	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CAVIIDAE	Cavia	LC	Stable	FALSE	FALSE	TRUE	LC	0.832	96	1	0
Cebus apella	6909	R806	2005	Mammalia	Cebidae	Cebus	apella	Cebus_apella	Tufted capuchin monkeys	SAm	BRA	Ecological Station of Ribeirao Preto	60	0.019	Population	Inf	0	NA	1	0.71	NA	NA	NA	-21.233	-47.917	3	3566	136717	Sapajus nigritus	ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CEBIDAE	Sapajus	NT	Decreasing	FALSE	FALSE	TRUE	NT	0.7	81	2	0
Centrocercus urophasianus	8956	R1256	2010	Aves	Phasianidae	Centrocercus	urophasianus	Centrocercus_urophasianus	Greater sage grouse	NAm	CAN	Alberta: 30	604	NA	NA	18062.3345	84497.46099	37683.06022	11	0.68	NA	NA	4.7	49.25	-110.228	13	6032	22679503	Centrocercus urophasianus	ANIMALIA	CHORDATA	AVES	GALLIFORMES	PHASIANIDAE	Centrocercus	NT	Decreasing	FALSE	FALSE	TRUE	NT	0.495952862	3258	2	0
Cerdocyon thous	6855	R790	2006	Mammalia	Canidae	Cerdocyon	thous	Cerdocyon_thous	 Crab-eating fox	SAm	BRA	Eastern Amazôn	82	4e-04	Population	941135.5563	2737771.893	1644583.33	6	0.645	0.715	10	NA	-3.605	-48.881	10	3482	4248	Cerdocyon thous	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	CANIDAE	Cerdocyon	LC	Stable	FALSE	FALSE	TRUE	LC	0.7465	142	1	0
Cerorhinca monocerata	8884	R1243	2013	Aves	Alcidae	Cerorhinca	monocerata	Cerorhinca_monocerata	Rhinoceros auklet	NAm	CAN	BC	189	0.020722222	Population	1087472.119	1087472.119	1087472.119	2	0.569731707	0.5825625	5.458333333	NA	59.171	-138.136	10	5950	22694924	Cerorhinca monocerata	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	ALCIDAE	Cerorhinca	LC	Decreasing	TRUE	FALSE	TRUE	LC	0.58011875	218	1	0
Chamaea fasciata	8616	R577	2010	Aves	Sylviidae	Chamaea	fasciata	Chamaea_fasciata	wrentit	NAm	USA	Santa Monica Mountains National Recreation Area S5	19	0.137047619	Population	1383.663141	65469.32099	12655.6666	38	NA	0.488	NA	NA	34.234	-118.846	7	5456	22716861	Chamaea fasciata	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARADOXORNITHIDAE	Chamaea	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.608055555666667	69	1	0
Charadrius melodus	8640	R832	2010	Aves	Charadriidae	Charadrius melodus	melodus	Charadriu_melodus	Piping Plover	NAm	CAN	prairie SK	41	0.078625	Population	391424.8253	3200040.73	1711813.936	8	0.395	0.399	2.3125	2.27	51.306	-106.745	8	5492	22693811	Charadrius melodus	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	CHARADRIIDAE	Charadrius	NT	Increasing	TRUE	TRUE	FALSE	NT	0.317	215	2	0
Charadrius montanus	8662	R1124	2008	Aves	Charadriidae	Charadrius	montanus	Charadrius_montanus	Mountain Plover	NAm	USA	Colorado	162	NA	NA	Inf	0	NA	1	0.49	0.485	4.1425	3.815	40.392	-104.716	14	5525	22693876	Charadrius montanus	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	CHARADRIIDAE	Charadrius	NT	Decreasing	FALSE	FALSE	TRUE	NT	0.4830333335	288	2	0
